No.,Business_Name,Pre_Crash_Mode,AV,OtherVeh,Weather,Lighting,Collision_Type,Damage_Detail
379,Google,Autonomous,Stopped,Making Left Turn,Clear,Dark-Street Lights,Side Swipe,"On November 26, 2021 at 8:02 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at Scotia Avenue, Thornton Avenue, and Bridgeview Drive. The Waymo AV was traveling southbound on Scotia Avenue, a narrow road with vehicles parked on both sides, and approaching the intersection with Thornton Avenue and Bridgeview Drive. A passenger vehicle approaching from the right of the Waymo AV on eastbound Thornton Avenue made a left turn in front of the Waymo AV to head northbound on Scotia Avenue. The Waymo AV slowed to a near stop and nudged to its right in order to share the narrow road with the oncoming vehicle and then came to a stop at the stop sign as the oncoming vehicle completed its turn. At approximately 5 mph, the turning passenger vehicle made contact with Waymo AV?s sensor hardware housing on the driver side rear corner fender of the stopped Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV sustained minor damage to the sensor hardware housing (which was the reason for towing the Waymo AV) and the passenger vehicle left the scene without exchanging information."
380,Google,Autonomous,Stopped,Proceeding Straight,Clear,Dark-Street Lights,Rear End,"On November 28, 2021 at 6:08 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at Clay Street at Franklin Street. The Waymo AV was stopped at a red light on eastbound Clay Street at Franklin Street when a passenger vehicle struck the Waymo AV?s rear bumper. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV?s rear bumper sustained damage, and the passenger vehicle?s front bumper sustained damage."
381,Google,Conventional,Proceeding Straight,Parked,Clear,Daylight,Side Swipe,"On November 30, 2021 at 12:21pm PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving an SUV on the 10 block of Castro Street. As the Waymo AV test driver drove the Waymo AV in manual mode on southbound Castro Street between Waller Street and Lloyd Street, the passenger side mirror of the Waymo AV made contact with a parked SUV. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage to its passenger side rearview mirror."
382,Cruise,Autonomous,Stopped,Making Right Turn,Clear,Dark-Street Lights,Rear End,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on southbound Laguna Street at the intersection with McAllister Street. Another vehicle approaching from the rear made contact with the Cruise AV's rear bumper, damaging the rear right bumper. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called."
383,Cruise,Conventional,Proceeding Straight,Stopped,Clear,Dark-Street Lights,Head-On,"A Cruise autonomous vehicle (""Cruise AV""), operating in manual mode, was traveling eastbound on Hayes Street between Scott Street and Divisadero Street. As the Cruise AV approached the intersection with Divisadero Street, the Cruise AV made contact with the rear bumper of a 2017 Toyota Prius that was stopped at the intersection. This caused damage to the front bumper of the Cruise AV and the rear bumper of the 2017 Toyota Prius. No injuries were reported at the scene by either party. A Cruise AV test driver later sought medical evaluation."
384,Google,Autonomous,Stopped,Backing,Clear,Daylight,Broadside,"On December 3, 2021 at 12:23 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at 16th Street at Market and Noe Street. As the Waymo AV approached the intersection of 16th Street and Market Street, it stopped behind traffic at a red light. After the Waymo AV was fully stopped, a passenger vehicle reversed out of a parking spot perpendicular to the Waymo AV and made contact with the passenger side rear corner of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present in the driver?s seating position. Both vehicles sustained minor damage to their rear bumpers"
385,Google,Conventional,Proceeding Straight,Changing Lanes,Clear,Daylight,Broadside,"On December 4, 2021 at 4:10 PM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving an SUV on Winson Drive between 19th and 20th Avenues. While in autonomous mode, the Waymo AV turned right from southbound 19th Avenue onto westbound Winston Drive. As the Waymo AV proceeded onto Winston Drive in the far right lane, an SUV also proceeding westbound on Winston Drive made a continuous right lane change from the far left lane, through the middle lane, and entered the far right lane in front of the Waymo AV. The Waymo AV was decelerating when the test driver transitioned to manual mode. The Waymo AV then made contact with the SUV. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver (in the driver?s seating position) was operating the Waymo AV in manual mode. The Waymo AV sustained damage to its front driver side fender and the SUV sustained damage to its front passenger side fender. "
386,Google,Autonomous,Stopped,Proceeding Straight,Clear,Daylight,Rear End,"1 at 10:47 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving an SUV at Oak Street at Stanyan Street. While in autonomous mode, the Waymo AV came to a stop at a stop sign on Oak Street. While the ADV was stopped, waiting for a pedestrian to cross and for traffic on Stanyan Street to clear, an SUV approached the Waymo AV from behind and made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV sustained minor damage to the rear bumper."
387,Zoox,Conventional,Making Left Turn,Proceeding Straight,Clear,Daylight,Side Swipe,"A Zoox vehicle was stopped in manual mode while exiting the intersection of Montgomery St. and Pacific St. as a large truck entered the intersection. While the truck began to make a left turn behind the Zoox vehicle, it made contact with the Zoox rear radar and camera pod on the driver's side. There were no injuries and the police were not called."
389,Cruise,Autonomous,Stopped,Making Left Turn,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a red light on northbound Larkin Street at the intersection with Turk Street.  The Cruise AV entered the intersection on a green light and continued straight when a cyclist traveling eastbound on Turk Street entered the crosswalk. The Cruise AV braked to the cyclist and, shortly thereafter, another vehicle traveling behind the Cruise AV  made contact with the Cruise AV's rear bumper, damaging the rear left bumper. The driver of the other vehicle left the scene without exchanging information. There were no injuries and police were not called."
390,Google,Conventional,Parking Manuever,Unknown,Cloudy,Dark-Street Lights,Hit Object,"On December 11, 2021 at 2:28 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco was in a collision involving a concrete post in the parking lot at 1900 Noriega Street. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The operator of the vehicle was attempting to reverse into a parking spot when the right rear sensor casing of the vehicle struck a concrete post adjacent to the parking spot. The Waymo AV sustained minor damage to the right rear sensor housing."
391,Cruise,Autonomous,Stopped,Stopped,Clear,Daylight,Rear End,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was at a complete stop in response to a stop sign on westbound 17th Street at the intersection with Roosevelt Way. Another vehicle approaching from the rear made contact with the Cruise AV's rear bumper. There were no injuries and police were not called. The Cruise AV test operator later mentioned neck pain."
392,Google,Autonomous,Stopped,Backing,Clear,Daylight,Broadside,"On December 19, 2021 at 10:30 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, CA was in a collision involving a passenger vehicle at Fulton Street and 5th Avenue. At the time of the impact, the Waymo AV?s Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver?s seating position). The Waymo AV was stopped facing southwest on Fulton Street while yielding to pedestrians in a crosswalk when a passenger vehicle reversed at a low speed from an adjacent driveway into the right rear bumper of the Waymo AV. Both vehicles sustained minor damage."
393,Google,Conventional,Proceeding Straight,Proceeding Straight,Raining,Dark-Street Lights,Broadside,"On December 22, 2021 at 12:35 AM PST a Waymo Autonomous Vehicle (?Waymo AV?) operating in San Francisco, California was in a collision involving a passenger vehicle at Cesar Chavez and Valencia Street.  While traveling in manual mode at approximately 25 MPH on westbound Cesar Chavez, the Waymo AV proceeded through a green light into the intersection at Valencia Street. A passenger vehicle traveling southbound on Valencia Street with no headlights on entered the same intersection against the light, making contact with the Waymo AV at approximately 14 MPH. At the time of the impact, the Waymo AV?s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained moderate damage to the passenger side rear quarter panel. The other vehicle left the scene without exchanging information."
